cores,mode,value,trial
1,baseline,3.664,1
2,baseline,4.783,1
4,baseline,5.882,1
8,baseline,9.266,1
16,baseline,18.199,1
32,baseline,35.506,1
1,kernel_rr,3.904,1
2,kernel_rr,5.454,1
4,kernel_rr,8.637,1
8,kernel_rr,17.388,1
16,kernel_rr,34.372,1
32,kernel_rr,79.518,1
1,whole_system_rr,4.106,1
2,whole_system_rr,13.816,1
4,whole_system_rr,31.799,1
8,whole_system_rr,85.789,1
16,whole_system_rr,482.644,1
32,whole_system_rr,1229.167,1
