cores,mode,value,trial
1,baseline,192717,1
2,baseline,287527,1
4,baseline,521885,1
8,baseline,795687,1
16,baseline,846728,1
32,baseline,893715,1
1,kernel_rr,184004,1
2,kernel_rr,249938,1
4,kernel_rr,377446,1
8,kernel_rr,383253,1
16,kernel_rr,338255,1
32,kernel_rr,332526,1
1,whole_system_rr,178099,1
2,whole_system_rr,101496,1
4,whole_system_rr,89069,1
8,whole_system_rr,78268,1
16,whole_system_rr,31129,1
32,whole_system_rr,18446,1
