cores,mode,value,trial
1,baseline,91253,1
2,baseline,218133,1
4,baseline,467941,1
8,baseline,968120,1
16,baseline,1722274,1
32,baseline,2973566,1
1,kernel_rr,96531,1
2,kernel_rr,206337,1
4,kernel_rr,432361,1
8,kernel_rr,655656,1
16,kernel_rr,527847,1
32,kernel_rr,344652,1
1,whole_system_rr,94635,1
2,whole_system_rr,72593,1
4,whole_system_rr,77709,1
8,whole_system_rr,82977,1
16,whole_system_rr,70634,1
32,whole_system_rr,55669,1
